paper	date	headline
Billings Gazette	2016-11-18	$500,000 bonus? UM president up for compensation review in 2016
Billings Gazette	2016-11-18	Diocese of Helena developing retail center to replenish funds
Billings Gazette	2016-11-18	Man fined for building personal trail to national forest
Billings Gazette	2016-11-25	'Warrior woman' featured in PBS film dies
Billings Gazette	2016-11-25	Airlines add Billings flights for holidays
Billings Gazette	2016-11-25	Laurel woman dies in I-90 rollover east of Drummond
Billings Gazette	2016-11-25	UM Faculty Senate presses Engstrom on budget cuts, solutions
Billings Gazette	2016-12-02	Butte's M&M Bar reopens this Friday
Billings Gazette	2016-12-02	Committee hears concerns over fees of independent air ambulance services
Billings Gazette	2016-12-02	Dillon man found dead; investigation continues
Billings Gazette	2016-12-02	Montana leaders predict debates over bonding, new revenue
Billings Gazette	2016-12-02	North Dakota man rescues dumped dog, overwhelmed with support
Billings Gazette	2016-12-02	Petition requests governor 'take closer look' at University of Montana
Billings Gazette	2016-12-02	University of Montana faces $10M to $12M budget shortfall
Billings Gazette	2016-12-09	4,200 Helena-area customers lose power in windstorm
Billings Gazette	2016-12-09	Experts: Grizzlies losing interest in food container tests
Billings Gazette	2016-12-09	For 37 years, Alano Club has been a beacon of Butte sobriety
Billings Gazette	2016-12-09	Open house offers info on NE Montana mineral withdrawals to protect sage grouse
Billings Gazette	2016-12-09	Police arrest man, woman in Livingston after series of car thefts
Billings Gazette	2016-12-09	Video: Jeff Bridges' Montana love story
Billings Gazette	2016-12-16	Board OKs idea to leave Hell Creek State Park in 2021
Billings Gazette	2016-12-16	Chronic pain patients to seek bill of rights from Montana Legislature
Billings Gazette	2016-12-16	Montana State, Burrell end talks on proposed medical college
Billings Gazette	2016-12-16	Open enrollment deadline extended through Thursday for federal health insurance
Billings Gazette	2016-12-16	Stillwater Mining workers approve new contract at East Boulder mine
Billings Gazette	2016-12-16	Superintendent: Human error caused Hellgate High data leak
Billings Gazette	2016-12-16	Trafficking victims? advocate says woman?s case shows flaws in legal system
Billings Gazette	2016-12-16	U.S. on verge of lifting oil export ban
Billings Gazette	2016-12-23	At least 54,517 Montanans signed up for health insurance
Billings Gazette	2016-12-23	Made-in-Montana movie gets coveted Sundance slot for world premiere
Billings Gazette	2016-12-23	Staff seeking solutions to budget woes at U. Montana despite low morale
Billings Gazette	2016-12-23	Website offers drivers seamless road conditions for West
Billings Gazette	2016-12-30	Bullock taps former lawmaker, secretary of state for lt. gov. job
Billings Gazette	2016-12-30	Montana man appeals homicide conviction in death of exchange student
Billings Gazette	2016-12-30	New snowplow cams give drivers a windshield view of winter roads
Billings Gazette	2016-01-06	Billings makes top beer city list ? and top hungover city list
Billings Gazette	2016-01-06	Billings man convicted of assault in Lame Deer
Billings Gazette	2016-01-06	Charges pending against 3 for shooting Lolo pets with blowgun darts
Billings Gazette	2016-01-06	Oath Keepers founder says members should pick different fight than Oregon situation
Billings Gazette	2016-01-06	Resurrecting the book arts one letter at a time
Billings Gazette	2016-01-06	Thieves make off with horse tails
Billings Gazette	2016-01-13	Former Vanns CEO pleads not guilty to federal charges
Billings Gazette	2016-01-13	Gonorrhea cases nearly doubled in Montana in 2015
Billings Gazette	2016-01-13	Highly contagious dog flu confirmed in Helena
Billings Gazette	2016-01-13	Lame Deer woman gets prison for baseball bat assault
Billings Gazette	2016-01-13	Montanans spending millions in pursuit of record Powerball jackpot
Billings Gazette	2016-01-13	Oregon occupation reignites federal land transfer debate in Montana
Billings Gazette	2016-01-13	Yellowstone proposes quarantine facility for bison on Fort Peck Reservation
Billings Gazette	2016-01-20	Cause of skier's death at Lost Trail remains under investigation
Billings Gazette	2016-01-20	Field crew finds 66-million-year-old hadrosaur footprint in Garfield County
Billings Gazette	2016-01-20	Former Butte teacher charged in egg-throwing incidents
Billings Gazette	2016-01-20	Helena woman admits meth charges in Fishtail conspiracy
Billings Gazette	2016-01-20	Livingston woman sues trucking company after finding human face in car wash
Billings Gazette	2016-01-20	Man admits hitting and choking girlfriend, firing gun at her car as she fled
Billings Gazette	2016-01-20	Missoula flasher pleads guilty in agreement with prosecutors
Billings Gazette	2016-01-20	Regents approve UM, MSU raises, but with dissenting vote
Billings Gazette	2016-01-20	Skier who died in Madison Range avalanche was ski patrol member; conditions dangerous
Billings Gazette	2016-01-27	Family, friends in shock after North Dakota teen dies in sleep
Billings Gazette	2016-01-27	Williston City Commission votes to ban strip clubs downtown
Billings Gazette	2016-02-03	Columbus company makes noise at Super Bowl
Billings Gazette	2016-02-03	Former Montana band teacher pleads guilty to sexually assaulting student
Billings Gazette	2016-02-03	Montana lab probing Zika virus amid WHO international warning
Billings Gazette	2016-02-10	Bearcreek resident sues Red Lodge alleging illegal search, false arrest
Billings Gazette	2016-02-10	Coroner's office identifies pedestrian killed near Pryor
Billings Gazette	2016-02-10	North Dakota's first surviving quads celebrate 75th birthday
Billings Gazette	2016-02-10	Yellowstone considers Fishing Bridge roadwork
Billings Gazette	2016-02-24	Happy, healthy baby girl arrives in Eastern Montana post office parking lot
Billings Gazette	2016-02-24	Livingston student's suicide occurs two years after family files bullying lawsuit
Billings Gazette	2016-02-24	Missoula man accused of ?heinous? attack on 16-month-old who wouldn?t stop crying, mother
Billings Gazette	2016-03-02	Community tries to heal as Livingston suicides continue
Billings Gazette	2016-03-02	Officials identify woman killed in rollover that hospitalized 6 others
Billings Gazette	2016-03-02	Prescribed fire planned for Nye area
Billings Gazette	2016-03-02	Woman who sold meth on reservation sentenced to 4 years in prison
Billings Gazette	2016-03-09	Court upholds PSC order for solar-, wind-powered projects
Billings Gazette	2016-03-09	Former state staffer gets probation in theft case
Billings Gazette	2016-03-09	From billionaire to inmate, Yellowstone Club founder remains defiant
Billings Gazette	2016-03-09	Sex abuse survivor pushes for prevention programs in Montana's schools
Billings Gazette	2016-03-09	With drilling?s decline, worker happy for job watching idle rigs
Billings Gazette	2016-03-09	Woman gets probation in DUI crash that injured 3 children
Billings Gazette	2016-03-16	After fatal pool visit, rules on swimming about to change for day cares
Billings Gazette	2016-03-16	Controversy mars Catholic funeral
Billings Gazette	2016-03-16	Disagreement nearly derails Catholic funeral in Lewistown
Billings Gazette	2016-03-16	Glendive man killed in rural Wisconsin crash
Billings Gazette	2016-03-16	Idaho truck driver dies in Billings weeks after Sidney rollover
Billings Gazette	2016-03-16	Montana's AG calls search of home by Red Lodge police 'inappropriate' but won't prosecute
Billings Gazette	2016-03-16	New brewery opening in Glendive this May
Billings Gazette	2016-03-16	Red Lodge Mountain closing 1 week earlier than planned
Billings Gazette	2016-03-16	Williston area to get 20-person special operations unit
Billings Gazette	2016-03-23	BNSF cuts shipping rates for wheat
Billings Gazette	2016-03-23	Boys and Girls Club of Lewistown receives grant
Billings Gazette	2016-03-30	Billings contractor, 2 companies indicted in Chippewa Cree corruption case
Billings Gazette	2016-03-30	In Wyoming, layoffs boom as energy industry goes bust
Billings Gazette	2016-04-06	#30. Montana
Billings Gazette	2016-04-06	5 generations tend Boulder Valley family ranch
Billings Gazette	2016-04-06	Ex-wife of man found dead in Butte reaches out
Billings Gazette	2016-04-06	Wyoming man drove meth from Arizona to Montana, delivered proceeds to Arizona
Billings Gazette	2016-04-13	Anaconda man dies in rollover crash near Butte
Billings Gazette	2016-04-13	Circle man denies receiving, having child porn on his computer
Billings Gazette	2016-04-13	Montana State to pay O'Neill's canceled $28,000 speaking fee
Billings Gazette	2016-04-13	Some Yellowstone roads open to vehicles on Friday
Billings Gazette	2016-04-13	Widow of fallen police officer plans to remember while moving on
Billings Gazette	2016-04-20	Despite attorney's motion to dismiss, Marble still imprisoned
Billings Gazette	2016-04-20	Goat gives birth to quadruplets near Huntley
Billings Gazette	2016-04-20	Lake Yellowstone Hotel to celebrate 125th anniversary
Billings Gazette	2016-04-20	Montana man identified as meth supplier admits selling the drug in Sidney area
Billings Gazette	2016-04-20	Vehicle, 1 suspect found in Minot, child listed in Amber Alert still missing
Billings Gazette	2016-04-27	Athletes' privacy rights questioned at Krakauer hearing
Billings Gazette	2016-04-27	Crow Tribe comptroller facing embezzlement charges
Billings Gazette	2016-04-27	Federal jury convicts man in 2014 strangulation, assault
Billings Gazette	2016-04-27	Lack of snow speeds highway crew up Beartooth Pass
Billings Gazette	2016-04-27	Supreme Court hears arguments in Krakauer v. State of Montana
Billings Gazette	2016-04-27	Town of Poplar mourns toddler, laments pervasive meth use
Billings Gazette	2016-05-04	Emmylou Harris, John Prine to perform free concert at Gardiner
Billings Gazette	2016-05-04	Jury convicts Montana man of sexually abusing child 24 years ago
Billings Gazette	2016-05-04	Missing Butte man identified; search continues in Madison County
Billings Gazette	2016-05-04	Trump to speak at Bismarck oil conference
Billings Gazette	2016-05-11	American Prairie Reserve seeks temporary bison grazing permit in NE Montana
Billings Gazette	2016-05-11	Former President Clinton to stump for Hillary in Billings on May 20
Billings Gazette	2016-05-18	'User error' caused Hellgate High data breach, LMG Security analysis finds
Billings Gazette	2016-05-18	Accused Chippewa Cree tribal member charged with tax evasion, theft
Billings Gazette	2016-05-18	Helena woman sentenced in large Fishtail meth case
Billings Gazette	2016-05-18	Spread of brucellosis blamed on elk, not bison or feed grounds
Billings Gazette	2016-05-18	State seeks a stay to prevent unlimited contributions ordered by judge on Tuesday
Billings Gazette	2016-05-18	Yellowstone staff mourns passing of colleague
Billings Gazette	2016-05-18	Yellowstone's Grand Prismatic Spring to get new trail
Billings Gazette	2016-05-25	Court has 'no authority' to dismiss Montana rape case, ex-county attorney says
Billings Gazette	2016-05-25	Landslide closes Going-to-the-Sun for a second time in 2 days
Billings Gazette	2016-05-25	Man sentenced to two years for hit-and-run that killed pedestrian
Billings Gazette	2016-05-25	Mentally disabled teen raped by teammates after months of racial abuse, suit claims
Billings Gazette	2016-05-25	MT Waterworks admits fraud in Chippewa Cree corruption case
Billings Gazette	2016-05-25	Seattle Times editor will lead Missoulian newsroom
Billings Gazette	2016-06-01	Mineral commissioners say county is tapped dry
Billings Gazette	2016-06-08	'Dateline NBC' to feature Montana murder case Friday
Billings Gazette	2016-06-08	'Dateline NBC' visits iconic Sip n' Dip Lounge
Billings Gazette	2016-06-08	'If thunder roars, stay indoors': Severe storms predicted with large hail, strong winds
Billings Gazette	2016-06-08	UPDATE: 'Dateline NBC' to feature Montana murder case Friday
Billings Gazette	2016-06-15	Amid ongoing discord, Red Lodge mayor announces retirement
Billings Gazette	2016-06-15	Zinke pushes to end coal lease suspension, empower communities
Billings Gazette	2016-06-22	1 of the last Doolittle Raiders dies in Missoula at 94
Billings Gazette	2016-06-22	After tornado aid effort, Baker looks to long-term recovery
Billings Gazette	2016-06-22	Weyerhaeuser to close all Columbia Falls lumber and plywood mills; 100 jobs affected
Billings Gazette	2016-06-29	10 Montana Instagram accounts to follow right now
Billings Gazette	2016-06-29	Billings contractor indicted again in Chippewa Cree corruption case
Billings Gazette	2016-06-29	Ex-Carroll goalkeeper beats cancer but worries about kids playing on crumb rubber
Billings Gazette	2016-06-29	Missing man identified as driver found in wreck north of Livingston
Billings Gazette	2016-06-29	Montana rancher raises prized breeding Tibetan yaks
Billings Gazette	2016-07-06	Beartooth Electric co-op to hold call-in member meeting
Billings Gazette	2016-07-06	California woman admits having meth and guns in her backpack in trafficking conspiracy
Billings Gazette	2016-07-06	East Helena man accused of stealing $400K in elderly exploitation case
Billings Gazette	2016-07-06	Observation Fire evacuation warning lifted
Billings Gazette	2016-07-06	Oil and gas tax collections expected to hit 8-year-low in FY 2017
Billings Gazette	2016-07-06	Wild horses-turned-prison ponies from Nevada report for duty in Montana
Billings Gazette	2016-07-13	Medical marijuana measure qualifies for Montana ballot
Billings Gazette	2016-07-13	Ranch west of Dillon becomes public land after $1.5M purchase
Billings Gazette	2016-07-20	Coroner identifies woman killed by train near Crow Agency Sunday
Billings Gazette	2016-07-20	Dought conditions settle in Montana
Billings Gazette	2016-07-20	Man pleads not guilty to assault with intent to commit murder
Billings Gazette	2016-07-20	Montana man championed by Oath Keepers sentenced to 18 months in federal prison
Billings Gazette	2016-07-20	Pipeline company puts $1 million for Head Start building on reservation
Billings Gazette	2016-07-20	Refugees from war-torn Congo appear headed for Missoula
Billings Gazette	2016-07-20	The top 10 historical sites in Montana
Billings Gazette	2016-07-20	Weeks after North Dakota man?s disappearance, wife still determined he can be found
Billings Gazette	2016-07-27	Earlier rains turn Flathead cherry harvest into a 'split decision'
Billings Gazette	2016-07-27	Man shot to death near Malta after stabbing Phillips County Sheriff's deputy
Billings Gazette	2016-07-27	Officials identify Wyoming woman killed in Big Horn County rollover
Billings Gazette	2016-07-27	Stillwater weed coordinator accused of using county equipment to spray commissioner's land
Billings Gazette	2016-07-27	Supreme Court reverses Big Horn District Court's rejection of wrongful death suit
Billings Gazette	2016-07-27	Texas man sentenced for Roosevelt Arch vandalism
Billings Gazette	2016-07-27	The underground city: Havre beneath the streets
Billings Gazette	2016-08-03	AMBER alert: Girl may be headed for Billings
Billings Gazette	2016-08-03	Author Ivan Doig's archives to be unveiled on Sept. 19
Billings Gazette	2016-08-03	Dillon man in fatal crash ID'd; speed suspected
Billings Gazette	2016-08-03	Officials ID Minnesota man found dead in train tunnel west of Helena
Billings Gazette	2016-08-03	Roaring Lion Fire grows dramatically overnight
Billings Gazette	2016-08-03	Roaring Lion Fire nearly doubles in size, leaving firefighters exhausted
Billings Gazette	2016-08-03	Things Montana has given America
Billings Gazette	2016-08-03	Wildfire near Hardin reaches 85 percent containment
Billings Gazette	2016-08-10	Florence doctor charged with 400 felonies says still not ready to proceed
Billings Gazette	2016-08-10	New York City teens explore Montana prairie
Billings Gazette	2016-08-10	UM research: Mountain biodiversity more vulnerable to climate change than previously reported
Billings Gazette	2016-08-17	Lawsuit: Montana hospital didn't respond properly to scabies outbreak
Billings Gazette	2016-08-17	Woman gets probation for DUI crash that injured herself and grandchildren
Billings Gazette	2016-08-17	Yellowstone fire draws more firefighters
Billings Gazette	2016-08-24	Protest will continue as judge considers Dakota Access pipeline ruling
Billings Gazette	2016-08-24	Retired Montana doctor tries to educate people on existence of alien life
Billings Gazette	2016-08-24	Protest will continue as judge considers Dakota Access pipeline ruling
Billings Gazette	2016-08-24	Retired Montana doctor tries to educate people on existence of alien life
Billings Gazette	2016-08-31	FWP commission OKs elimination hunt of Tendoy sheep
Billings Gazette	2016-08-31	Man charged with rape while out on bond gets 25 years
Billings Gazette	2016-08-31	Scientists studying hydrothermal system under Yellowstone Lake
Billings Gazette	2016-08-31	FWP commission OKs elimination hunt of Tendoy sheep
Billings Gazette	2016-08-31	Man charged with rape while out on bond gets 25 years
Billings Gazette	2016-08-31	Scientists studying hydrothermal system under Yellowstone Lake
Billings Gazette	2016-09-07	2 women plead guilty to locking children in basement
Billings Gazette	2016-09-07	Montana tribes taking health issues into their own hands
Billings Gazette	2016-09-07	Yellowstone River fish-kill revives fears of whirling disease
Billings Gazette	2016-09-07	3 women plead guilty to locking children in basement
Billings Gazette	2016-09-07	Montana tribes taking health issues into their own hands
Billings Gazette	2016-09-07	Yellowstone River fish-kill revives fears of whirling disease
Billings Gazette	2016-09-14	Authorities looking for grizzly and a home for the twin cubs she left behind
Billings Gazette	2016-09-14	Badlands documentary 'Makoshika' contrasts MonDak's booms, busts
Billings Gazette	2016-09-14	Daines introduces good-neighbor forestry bill
Billings Gazette	2016-09-14	Montana
Billings Gazette	2016-09-14	Oil company vs. Indians: Flathead Reservation has been there before
Billings Gazette	2016-09-14	Yellowstone deputy superintendent to retire
Billings Gazette	2016-09-14	Authorities looking for grizzly and a home for the twin cubs she left behind
Billings Gazette	2016-09-14	Badlands documentary 'Makoshika' contrasts MonDak's booms, busts
Billings Gazette	2016-09-14	Daines introduces good-neighbor forestry bill
Billings Gazette	2016-09-21	Missoula's three most haunted buildings
Billings Gazette	2016-09-21	Montana
Billings Gazette	2016-09-21	Settlement reached in damages from Exxon's Yellowstone spill
Billings Gazette	2016-09-21	Missoula's three most haunted buildings
Billings Gazette	2016-09-21	Montana
Billings Gazette	2016-09-21	Settlement reached in damages from Exxon's Yellowstone spill
